#,weapon_type,firearm_caliber,weapon_description,trr_report_id
593,FIREARM - SEMI-AUTOMATIC,40 S&W,,97551
594,FIREARM - SEMI-AUTOMATIC, 9 MM,TAURUS MILLENNIUM PT111 G2 9MM DEFACED SERIAL NUMBER,97556
595,HANDS/FISTS,,,97558
596,"MOUTH (SPIT,BITE,ETC)",,,97558
597,HANDS/FISTS,,,97559
598,"MOUTH (SPIT,BITE,ETC)",,,97559
599,OTHER (SPECIFY),,CHOKED,97559
600,VERBAL THREAT (ASSAULT),,,97559
601,HANDS/FISTS,,,97565
602,OTHER (SPECIFY),,NAILS,97565
603,OTHER (SPECIFY),,RAN INTO,97571
604,FEET,,,97578
605,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,97580
606,HANDS/FISTS,,,97581
607,FEET,,,97587
608,BLUNT INSTRUMENT,,CHISEL HAMMER,97590
609,FIREARM - SEMI-AUTOMATIC, 9 MM,RUGER ,97592
610,FIREARM - SEMI-AUTOMATIC, 9 MM,RUGER,97593
611,OTHER (SPECIFY),,BODY,97593
612,FIREARM - SEMI-AUTOMATIC, 9 MM,RUGER,97594
613,FEET,,,97602
614,FIREARM - SEMI-AUTOMATIC, 9 MM,SMITH & WESSON SD9 VE,97608
615,OTHER (SPECIFY),,RAN AT R/O,97609
616,VERBAL THREAT (ASSAULT),,,97609
617,FIREARM - SEMI-AUTOMATIC, 9 MM,,97610
618,"MOUTH (SPIT,BITE,ETC)",,,97612
619,VERBAL THREAT (ASSAULT),,,97612
620,FEET,,,97613
621,HANDS/FISTS,,,97613
622,"MOUTH (SPIT,BITE,ETC)",,,97613
623,"MOUTH (SPIT,BITE,ETC)",,,97614
624,HANDS/FISTS,,,97620
625,VERBAL THREAT (ASSAULT),,,97620
626,OTHER (SPECIFY),,BLEACH/CAUSTIC SUBSTANCE,97625
627,OTHER (SPECIFY),,STRUCK BY BLEACH,97626
628,HANDS/FISTS,,,97628
629,FEET,,,97629
630,HANDS/FISTS,,,97633
631,KNIFE/OTHER CUTTING INSTRUMENT,,RAZOR BLADE BLACK/YELLOW COLORED,97635
632,KNIFE/OTHER CUTTING INSTRUMENT,,BOX CUTTER,97636
633,OTHER (SPECIFY),,OFFENDER TURNED ON PO AND TOOK AM AGGRESSIVE FIGHTING STANCE,97640
634,HANDS/FISTS,,,97642
635,OTHER (SPECIFY),,FIGHTING STANCE,97643
636,VERBAL THREAT (ASSAULT),,,97643
637,FEET,,,97646
638,HANDS/FISTS,,,97646
639,VERBAL THREAT (ASSAULT),,,97648
640,HANDS/FISTS,,,97650
641,VERBAL THREAT (ASSAULT),,,97651
642,HANDS/FISTS,,,97652
643,FEET,,,97653
644,HANDS/FISTS,,,97658
645,VERBAL THREAT (ASSAULT),,,97660
646,OTHER (SPECIFY),,2 WOODEN STICKS,97661
647,VERBAL THREAT (ASSAULT),,,97661
648,VERBAL THREAT (ASSAULT),,,97662
649,VERBAL THREAT (ASSAULT),,,97665
650,FEET,,,97672
651,HANDS/FISTS,,,97672
652,HANDS/FISTS,,,97677
653,VERBAL THREAT (ASSAULT),,,97677
654,FEET,,,97679
655,HANDS/FISTS,,,97679
656,"MOUTH (SPIT,BITE,ETC)",,,97679
657,VERBAL THREAT (ASSAULT),,,97679
658,FEET,,,97680
659,HANDS/FISTS,,,97680
660,"MOUTH (SPIT,BITE,ETC)",,,97680
661,OTHER (SPECIFY),,ATTEMPTED TO BITE,97680
662,HANDS/FISTS,,,97683
663,"MOUTH (SPIT,BITE,ETC)",,,97689
664,HANDS/FISTS,,,97690
665,OTHER (SPECIFY),,AGRESSIVE MOVE,97694
666,FEET,,,97696
667,FEET,,,97697
668,HANDS/FISTS,,,97697
669,"MOUTH (SPIT,BITE,ETC)",,,97697
670,FEET,,,97698
671,HANDS/FISTS,,,97700
672,VERBAL THREAT (ASSAULT),,,97700
673,HANDS/FISTS,,,97701
674,FEET,,,97702
675,"MOUTH (SPIT,BITE,ETC)",,,97702
676,OTHER (SPECIFY),,SPIT IN FACE & EYES,97702
677,FEET,,,97704
678,VERBAL THREAT (ASSAULT),,,97705
679,OTHER (SPECIFY),,STRUCK P.O. ON THE CHEST WITH ARM,97710
680,FEET,,,97712
681,OTHER (SPECIFY),,HEAD BUTT,97712
682,FIREARM - REVOLVER,357 MAG,,97715
683,FIREARM - SEMI-AUTOMATIC,380 ACP,SMITH & WESSON,97727
684,FIREARM - SEMI-AUTOMATIC,380 ACP,SMITH AND WESSON ,97728
685,OTHER (SPECIFY),,INTENTIONALLY STRUCK CPD VEHICLE HEAD ON IN TRAFFIC,97729
686,OTHER (SPECIFY),,VEHICLE,97729
687,OTHER (SPECIFY),,STRUCK MARKED CPD VEHICLE HEAD ON IN TRAFFIC,97730
688,HANDS/FISTS,,,97731
689,OTHER (SPECIFY),,OFFICER STRUCK WITH ARMS,97731
690,HANDS/FISTS,,,97733
691,OTHER (SPECIFY),,EXITED WITH KNIFE REFUSING VERBAL COMMANDS,97735
692,OTHER (SPECIFY),,FIREARM,97736
693,OTHER (SPECIFY),,FIREARM,97737
694,FEET,,,97738
695,HANDS/FISTS,,,97738
696,"MOUTH (SPIT,BITE,ETC)",,,97738
697,OTHER (SPECIFY),,AGGRESSIVE/BALLED FISTS,97738
698,VERBAL THREAT (ASSAULT),,,97738
699,HANDS/FISTS,,,97739
700,VERBAL THREAT (ASSAULT),,,97739
701,HANDS/FISTS,,,97742
702,VERBAL THREAT (ASSAULT),,,97742
703,HANDS/FISTS,,,97743
704,OTHER (SPECIFY),,GRABBIONG HOLDING SHOVING,97743
705,HANDS/FISTS,,,97745
706,OTHER (SPECIFY),,"GRABBING, HOLDING",97745
707,OTHER (SPECIFY),,PUSHING AND SHOVING,97747
708,OTHER (SPECIFY),,SHOVING,97749
709,OTHER (SPECIFY),,WINE BOTTLE,97752
710,HANDS/FISTS,,,97753
711,OTHER (SPECIFY),,CHOKE HOLD,97753
712,HANDS/FISTS,,,97755
713,HANDS/FISTS,,,97756
714,FIREARM - SEMI-AUTOMATIC, 45 ACP,45,97759
715,HANDS/FISTS,,,97759
716,HANDS/FISTS,,,97760
717,FEET,,,97761
718,HANDS/FISTS,,,97761
719,HANDS/FISTS,,,97762
720,FIREARM - SEMI-AUTOMATIC, 9 MM,,97765
721,OTHER (SPECIFY),,ELBOW/ARM,97766
722,"MOUTH (SPIT,BITE,ETC)",,,97767
723,OTHER (SPECIFY),,SPIT ON OFFICER MULTIPLE TIMES,97767
724,HANDS/FISTS,,,97769
725,VERBAL THREAT (ASSAULT),,,97772
726,OTHER (SPECIFY),OTHER,REPLICA FIREARM,97773
727,OTHER (SPECIFY),,BB GUN,97774
728,OTHER (SPECIFY),,BB GUN,97776
729,OTHER (SPECIFY),,SLASHED WITH PEN,97780
730,HANDS/FISTS,,,97784
731,VERBAL THREAT (ASSAULT),,,97785
732,HANDS/FISTS,,,97786
733,"MOUTH (SPIT,BITE,ETC)",,,97786
734,HANDS/FISTS,,,97787
735,"MOUTH (SPIT,BITE,ETC)",,,97787
736,VERBAL THREAT (ASSAULT),,,97787
737,OTHER (SPECIFY),,DISARM ATTEMPT,97793
738,FEET,,,97798
739,HANDS/FISTS,,,97798
740,VERBAL THREAT (ASSAULT),,,97798
741,HANDS/FISTS,,,97799
742,HANDS/FISTS,,,97804
743,OTHER (SPECIFY),,SUBJECT PULLED BACK HIS ARM WITH A CLOSED FIST TO PUNCH,97807
744,VERBAL THREAT (ASSAULT),,,97807
745,"MOUTH (SPIT,BITE,ETC)",,,97813
746,HANDS/FISTS,,,97817
747,HANDS/FISTS,,,97821
748,FEET,,,97828
749,FEET,,,97829
750,VERBAL THREAT (ASSAULT),,,97832
751,OTHER (SPECIFY),,ELBOWED R/O ON FACE,97839
752,OTHER (SPECIFY),,PULLING AWAY AND PUSHING PO MEDINA#13176,97840
753,FEET,,,97843
754,HANDS/FISTS,,,97843
755,VERBAL THREAT (ASSAULT),,,97849
756,VERBAL THREAT (ASSAULT),,,97850
757,HANDS/FISTS,,,97853
758,HANDS/FISTS,,,97854
759,VERBAL THREAT (ASSAULT),,,97858
760,HANDS/FISTS,,,97860
761,"MOUTH (SPIT,BITE,ETC)",,,97860
762,"MOUTH (SPIT,BITE,ETC)",,,97866
763,FEET,,,97867
764,HANDS/FISTS,,,97867
765,"MOUTH (SPIT,BITE,ETC)",,,97867
766,FEET,,,97868
767,HANDS/FISTS,,,97868
768,"MOUTH (SPIT,BITE,ETC)",,,97868
769,FEET,,,97869
770,"MOUTH (SPIT,BITE,ETC)",,,97869
771,HANDS/FISTS,,,97873
772,VERBAL THREAT (ASSAULT),,,97873
773,FEET,,,97876
774,FIREARM - REVOLVER,22 SHORT,,97876
775,HANDS/FISTS,,,97876
776,FEET,,,97877
777,FIREARM - REVOLVER,22 SHORT,,97877
778,HANDS/FISTS,,,97877
779,FEET,,,97878
780,FIREARM - REVOLVER,22 SHORT,,97878
781,HANDS/FISTS,,,97878
782,OTHER (SPECIFY),,OFFENDER ARMED WITH GUN,97878
783,FIREARM - REVOLVER,357 MAG,COLT,97882
784,OTHER (SPECIFY),,HEADBUTT,97885
785,VERBAL THREAT (ASSAULT),,,97885
786,OTHER (SPECIFY),,ATTEMPTED HEADBUTT,97886
787,FIREARM - SEMI-AUTOMATIC,380 ACP,,97887
788,OTHER (SPECIFY),,USED HIS CHEST TO PUSH INTO PO,97903
789,"MOUTH (SPIT,BITE,ETC)",,,97904
790,OTHER (SPECIFY),,BIT THE OFFICER,97904
791,HANDS/FISTS,,,97905
792,OTHER (SPECIFY),,ELBOWED THE OFFICER,97905
793,HANDS/FISTS,,,97906
794,FEET,,,97908
795,HANDS/FISTS,,,97908
796,"MOUTH (SPIT,BITE,ETC)",,,97909
797,"MOUTH (SPIT,BITE,ETC)",,,97910
798,FEET,,,97911
799,VERBAL THREAT (ASSAULT),,,97915
800,HANDS/FISTS,,,97916
801,HANDS/FISTS,,,97917
802,VERBAL THREAT (ASSAULT),,,97917
803,FIREARM - SEMI-AUTOMATIC,40 S&W,,97921
804,FIREARM - SEMI-AUTOMATIC,40 S&W,,97923
805,FIREARM - REVOLVER, 38 CAL,,97924
806,HANDS/FISTS,,,97926
807,VERBAL THREAT (ASSAULT),,,97926
808,HANDS/FISTS,,,97927
809,VERBAL THREAT (ASSAULT),,,97927
810,FIREARM - SEMI-AUTOMATIC, 9 MM,,97933
811,VERBAL THREAT (ASSAULT),,,97935
812,VERBAL THREAT (ASSAULT),,,97936
813,VERBAL THREAT (ASSAULT),,,97937
814,HANDS/FISTS,,,97942
815,HANDS/FISTS,,,97943
816,"MOUTH (SPIT,BITE,ETC)",,,97945
817,FEET,,,97951
818,HANDS/FISTS,,,97951
819,OTHER (SPECIFY),,PULLED R/OS ARM,97951
820,OTHER (SPECIFY),,PUSHED INTO P.O.'S BODY,97954
821,FIREARM - SEMI-AUTOMATIC,380 ACP,RUGER .380 HELLCAT,97955
822,OTHER (SPECIFY),,ELBOW,97958
823,FEET,,,97962
824,VERBAL THREAT (ASSAULT),,,97966
825,HANDS/FISTS,,,97967
826,FIREARM - REVOLVER,357 MAG,,97978
827,OTHER (SPECIFY),,BEER CAN,97979
828,FEET,,,97986
829,HANDS/FISTS,,,97986
830,VERBAL THREAT (ASSAULT),,,97986
831,FEET,,,97987
832,VERBAL THREAT (ASSAULT),,,97987
833,FEET,,,97989
834,VERBAL THREAT (ASSAULT),,,97989
835,FEET,,,97990
836,HANDS/FISTS,,,97990
837,FEET,,,97992
838,VERBAL THREAT (ASSAULT),,,97992
839,FEET,,,97995
840,HANDS/FISTS,,,97995
841,FEET,,,97996
842,HANDS/FISTS,,,97996
843,HANDS/FISTS,,,98001
844,HANDS/FISTS,,,98006
845,HANDS/FISTS,,,98008
846,HANDS/FISTS,,,98013
847,VERBAL THREAT (ASSAULT),,,98013
848,OTHER (SPECIFY),,OFFENDER CLENCHED FISTS AND TOOK A BLADED STANCE.,98014
849,FIREARM - REVOLVER,32 CAL,,98015
850,FIREARM - REVOLVER,32 CAL,,98016
851,FIREARM - REVOLVER,OTHER,,98018
852,HANDS/FISTS,,,98019
853,FIREARM - REVOLVER,32 CAL,,98020
854,BLUNT INSTRUMENT,,,98023
855,HANDS/FISTS,,,98023
856,HANDS/FISTS,,,98026
857,OTHER (SPECIFY),,GOT IN BOXERS STANCE,98026
858,FIREARM - SEMI-AUTOMATIC,45 CAL,,98027
859,FIREARM - SEMI-AUTOMATIC, 9 MM,,98029
860,OTHER (SPECIFY),,HEAD,98033
861,HANDS/FISTS,,,98036
862,"MOUTH (SPIT,BITE,ETC)",,,98036
863,FEET,,,98043
864,HANDS/FISTS,,,98043
865,KNIFE/OTHER CUTTING INSTRUMENT,,,98043
866,VERBAL THREAT (ASSAULT),,,98043
867,KNIFE/OTHER CUTTING INSTRUMENT,,,98045
868,HANDS/FISTS,,,98047
869,HANDS/FISTS,,,98051
870,OTHER (SPECIFY),,CLINCHED FIST,98051
871,FIREARM - REVOLVER,357 MAG,,98052
872,HANDS/FISTS,,,98069
873,OTHER (SPECIFY),,ELBOWS,98070
874,HANDS/FISTS,,,98075
875,VERBAL THREAT (ASSAULT),,,98075
876,FIREARM - SEMI-AUTOMATIC,40 S&W,,98080
877,OTHER (SPECIFY),,THREATENING STANCE,98081
878,VERBAL THREAT (ASSAULT),,,98082
879,VERBAL THREAT (ASSAULT),,,98083
880,HANDS/FISTS,,,98085
881,HANDS/FISTS,,,98086
882,VERBAL THREAT (ASSAULT),,,98089
883,FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98090
884,FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98091
885,FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98092
886,VERBAL THREAT (ASSAULT),,,98095
887,HANDS/FISTS,,,98098
888,FIREARM - SEMI-AUTOMATIC, 45 ACP,,98102
889,VERBAL THREAT (ASSAULT),,,98104
890,HANDS/FISTS,,,98105
891,HANDS/FISTS,,,98106
892,OTHER (SPECIFY),,HANDS AND FEET,98106
893,HANDS/FISTS,,,98107
894,OTHER (SPECIFY),,GRABED AND PULLED THE OFFICERS BELT,98107
895,OTHER (SPECIFY),OTHER,BB GUN,98109
896,VERBAL THREAT (ASSAULT),,,98110
897,OTHER (SPECIFY),OTHER,WHAT APPEARED TO BE A FIREARM,98111
898,FIREARM - SEMI-AUTOMATIC,22 LR,,98114
899,FIREARM - SEMI-AUTOMATIC,22 LR,,98121
900,OTHER (SPECIFY),,STRIKING WITH ELBOW ,98128
901,HANDS/FISTS,,,98133
902,OTHER (SPECIFY),,ELBOW,98133
903,FEET,,,98134
904,HANDS/FISTS,,,98137
905,HANDS/FISTS,,,98143
906,FEET,,,98145
907,"MOUTH (SPIT,BITE,ETC)",,,98145
908,OTHER (SPECIFY),,CIGARETTE,98145
909,OTHER (SPECIFY),,"CIGARETTE, PILL BOTTLE",98145
910,OTHER (SPECIFY),,PILL BOTTLE,98145
911,VERBAL THREAT (ASSAULT),,,98145
912,FEET,,,98147
913,HANDS/FISTS,,,98147
914,VERBAL THREAT (ASSAULT),,,98147
915,VERBAL THREAT (ASSAULT),,,98148
916,VERBAL THREAT (ASSAULT),,,98150
917,OTHER (SPECIFY),,REPLICA FIREARM,98151
918,FIREARM - SEMI-AUTOMATIC,380 ACP,,98152
919,FIREARM - SEMI-AUTOMATIC,380 ACP,,98153
920,HANDS/FISTS,,,98153
921,OTHER (SPECIFY),,WAS RESISTING/BATTERING PARTNERS,98153
922,HANDS/FISTS,,,98154
923,FIREARM - SEMI-AUTOMATIC,40 S&W,,98156
924,FIREARM - SEMI-AUTOMATIC,22 LR,BERETTA U22 NEOS,98162
925,OTHER (SPECIFY),,DOOR,98167
926,OTHER (SPECIFY),,PUSHED P.O. INTO DOOR,98167
927,VERBAL THREAT (ASSAULT),,,98167
928,VERBAL THREAT (ASSAULT),,,98168
929,FEET,,,98171
930,HANDS/FISTS,,,98171
931,HANDS/FISTS,,,98172
932,HANDS/FISTS,,,98179
933,FEET,,,98185
934,HANDS/FISTS,,,98188
935,VERBAL THREAT (ASSAULT),,,98189
936,FIREARM - SEMI-AUTOMATIC,7.62,,98191
937,"MOUTH (SPIT,BITE,ETC)",,,98192
938,FIREARM - SEMI-AUTOMATIC,7.62,,98193
939,FEET,,,98194
940,HANDS/FISTS,,,98194
941,FEET,,,98195
942,HANDS/FISTS,,,98195
943,"MOUTH (SPIT,BITE,ETC)",,,98195
944,VERBAL THREAT (ASSAULT),,,98195
945,FEET,,,98196
946,HANDS/FISTS,,,98196
947,"MOUTH (SPIT,BITE,ETC)",,,98196
948,VERBAL THREAT (ASSAULT),,,98196
949,FEET,,,98197
950,HANDS/FISTS,,,98197
951,"MOUTH (SPIT,BITE,ETC)",,,98197
952,VERBAL THREAT (ASSAULT),,,98197
953,"MOUTH (SPIT,BITE,ETC)",,,98202
954,FEET,,,98204
955,"MOUTH (SPIT,BITE,ETC)",,,98204
956,FEET,,,98206
957,"MOUTH (SPIT,BITE,ETC)",,,98206
958,FIREARM - SEMI-AUTOMATIC, 9 MM,,98208
959,OTHER (SPECIFY),,PUSHED P.O. FROM BEHIND,98209
960,VERBAL THREAT (ASSAULT),,,98210
961,FIREARM - SEMI-AUTOMATIC, 9 MM,,98217
962,HANDS/FISTS,,,98218
963,FIREARM - REVOLVER,32 CAL,"S&W GERSTENBERGER & EBERWIEN, SERIAL #5358, .32 CALIBER, BLA",98220
964,FIREARM - REVOLVER,32 CAL,"S&W GERSTENBERGER & EBERWIEN, SERIAL #5358, .32 CALIBER, BLA",98221
965,FEET,,,98228
966,"MOUTH (SPIT,BITE,ETC)",,,98228
967,HANDS/FISTS,,,98229
968,"MOUTH (SPIT,BITE,ETC)",,,98229
969,HANDS/FISTS,,,98230
970,"MOUTH (SPIT,BITE,ETC)",,,98230
971,VERBAL THREAT (ASSAULT),,,98231
972,FIREARM - SEMI-AUTOMATIC,25 ACP,BERETTA 950 MOD 25. CAL,98234
973,VERBAL THREAT (ASSAULT),,,98240
974,VERBAL THREAT (ASSAULT),,,98241
975,FIREARM - SEMI-AUTOMATIC,40 S&W,,98243
976,HANDS/FISTS,,,98257
977,OTHER (SPECIFY),,"FIGHTING STANCE, CLENCHED FISTS",98257
978,HANDS/FISTS,,,98258
979,OTHER (SPECIFY),,GRABBED R/O ARM,98258
980,"MOUTH (SPIT,BITE,ETC)",,,98263
981,OTHER (SPECIFY),,SUBJECT SPAT IN OFFICERS FACE,98263
982,OTHER (SPECIFY),,ELBOWS TO BODY,98266
983,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98266
984,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98268
985,BLUNT INSTRUMENT,,SHOWER ROD,98269
986,HANDS/FISTS,,,98276
987,FIREARM - REVOLVER,22 LR,,98277
988,FIREARM - SEMI-AUTOMATIC, 9 MM,,98278
989,FIREARM - SEMI-AUTOMATIC, 9 MM,,98279
990,FIREARM - SEMI-AUTOMATIC, 9 MM,,98280
991,FEET,,,98291
992,FIREARM - SEMI-AUTOMATIC,45 CAL,,98291
993,HANDS/FISTS,,,98292
994,FEET,,,98293
995,HANDS/FISTS,,,98293
996,VERBAL THREAT (ASSAULT),,,98293
997,HANDS/FISTS,,,98301
998,VERBAL THREAT (ASSAULT),,,98301
999,OTHER (SPECIFY),,STRUCK WITH WHEELCHAIR,98302
1000,KNIFE/OTHER CUTTING INSTRUMENT,,,98304
1001,FIREARM - SEMI-AUTOMATIC,22 SHORT,,98310
1002,OTHER (SPECIFY),,ATT ARMED ROBBERY,98310
1003,VERBAL THREAT (ASSAULT),,,98317
1004,BLUNT INSTRUMENT,,,98319
1005,BLUNT INSTRUMENT,,,98320
1006,OTHER (SPECIFY),,BLUNT OBJECT POSSESSION,98320
1007,VERBAL THREAT (ASSAULT),,,98320
1008,HANDS/FISTS,,,98325
1009,FEET,,,98328
1010,OTHER (SPECIFY),,KNEE,98328
1011,FEET,,,98329
1012,OTHER (SPECIFY),,KNEE,98330
1013,HANDS/FISTS,,,98338
1014,VERBAL THREAT (ASSAULT),,,98338
1015,OTHER (SPECIFY),,FLAILED ARMS,98342
1016,HANDS/FISTS,,,98343
1017,VERBAL THREAT (ASSAULT),,,98345
1018,VERBAL THREAT (ASSAULT),,,98346
1019,HANDS/FISTS,,,98347
1020,OTHER (SPECIFY),,ATTEMPT TO TACKLE P.O,98347
1021,OTHER (SPECIFY),,FLAILED ARMS,98348
1022,FEET,,,98351
1023,VERBAL THREAT (ASSAULT),,,98355
1024,HANDS/FISTS,,,98358
1025,OTHER (SPECIFY),,ELBOWS,98358
1026,HANDS/FISTS,,,98359
1027,OTHER (SPECIFY),,"ELBOWS, FISTS",98359
1028,HANDS/FISTS,,,98360
1029,VERBAL THREAT (ASSAULT),,,98360
1030,OTHER (SPECIFY),,HYPODERMIC NEEDLE,98366
1031,VERBAL THREAT (ASSAULT),,,98367
1032,VERBAL THREAT (ASSAULT),,,98368
1033,OTHER (SPECIFY),,USED HIS BODY TO PUSH R/O,98369
1034,HANDS/FISTS,,,98370
1035,OTHER (SPECIFY),,VEHICLE,98373
1036,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98373
1037,OTHER (SPECIFY),,VEHICLE,98374
1038,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98374
1039,VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98376
1040,HANDS/FISTS,,,98378
1041,VERBAL THREAT (ASSAULT),,,98378
1042,OTHER (SPECIFY),,SCREWDRIVER,98383
1043,HANDS/FISTS,,,98384
1044,VERBAL THREAT (ASSAULT),,,98390
1045,HANDS/FISTS,,,98391
1046,OTHER (SPECIFY),,GRAABED RIGHT ARM,98391
1047,"MOUTH (SPIT,BITE,ETC)",,,98392
1048,VERBAL THREAT (ASSAULT),,,98392
1049,HANDS/FISTS,,,98393
1050,HANDS/FISTS,,,98401
1051,VERBAL THREAT (ASSAULT),,,98401
1052,OTHER (SPECIFY),,KICK,98402
1053,FEET,,,98403
1054,HANDS/FISTS,,,98403
1055,HANDS/FISTS,,,98406
1056,HANDS/FISTS,,,98411
1057,HANDS/FISTS,,,98412
1058,"MOUTH (SPIT,BITE,ETC)",,,98413
1059,HANDS/FISTS,,,98414
1060,KNIFE/OTHER CUTTING INSTRUMENT,,,98415
1061,OTHER (SPECIFY),,ARMED WITH KNIFE,98415
1062,"MOUTH (SPIT,BITE,ETC)",,,98416
1063,HANDS/FISTS,,,98430
1064,VERBAL THREAT (ASSAULT),,,98430
1065,"MOUTH (SPIT,BITE,ETC)",,,98431
1066,KNIFE/OTHER CUTTING INSTRUMENT,,,98435
1067,FIREARM - SEMI-AUTOMATIC,45 CAL,"LLAMA MINIMAX II PISTOL - 3.7"" BARREL NICKEL FINISH",98439
1068,FIREARM - SEMI-AUTOMATIC,45 CAL,,98442
1069,FEET,,,98448
1070,"MOUTH (SPIT,BITE,ETC)",,,98448
1071,FEET,,,98451
1072,"MOUTH (SPIT,BITE,ETC)",,,98451
1073,FIREARM - SEMI-AUTOMATIC,40 S&W,,98452
1074,VERBAL THREAT (ASSAULT),,,98453
1075,HANDS/FISTS,,,98456
1076,FEET,,,98464
1077,HANDS/FISTS,,,98464
1078,HANDS/FISTS,,,98466
1079,OTHER (SPECIFY),,STRUCK OFFICER WITH A LIGHTED CIGARETTE,98467
1080,VERBAL THREAT (ASSAULT),,,98467
1081,FIREARM - RIFLE,22 LR,,98483
1082,HANDS/FISTS,,,98494
1083,VERBAL THREAT (ASSAULT),,,98494
1084,FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK 22,98495
1085,HANDS/FISTS,,,98499
1086,HANDS/FISTS,,,98506
1087,OTHER (SPECIFY),,ATTEMPT TO DISARM P.O.,98506
1088,HANDS/FISTS,,,98508
1089,FEET,,,98515
1090,OTHER (SPECIFY),,CLOSED SLIDING VEHICLE DOOR ON R/OS ARM,98515
1091,VERBAL THREAT (ASSAULT),,,98517
1092,OTHER (SPECIFY),,METAL PAN,98518
1093,OTHER (SPECIFY),,RAISED METAL PAN,98518
1094,FIREARM - SEMI-AUTOMATIC, 9 MM,,98523
1095,FIREARM - SEMI-AUTOMATIC, 9 MM,BLUE STEEL,98524
1096,BLUNT INSTRUMENT,,BASEBALL BAT,98525
1097,HANDS/FISTS,,,98528
1098,OTHER (SPECIFY),,"BALLED UP FISTS, SQUARED UP",98528
1099,VERBAL THREAT (ASSAULT),,,98528
1100,HANDS/FISTS,,,98529
1101,"MOUTH (SPIT,BITE,ETC)",,,98529
1102,VERBAL THREAT (ASSAULT),,,98529
1103,"MOUTH (SPIT,BITE,ETC)",,,98530
1104,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98532
1105,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98533
1106,FEET,,,98539
1107,HANDS/FISTS,,,98539
1108,FEET,,,98540
1109,HANDS/FISTS,,,98540
1110,"MOUTH (SPIT,BITE,ETC)",,,98543
1111,KNIFE/OTHER CUTTING INSTRUMENT,,,98547
1112,HANDS/FISTS,,,98548
1113,KNIFE/OTHER CUTTING INSTRUMENT,,,98549
1114,FIREARM - REVOLVER, 38 CAL,,98553
1115,FEET,,,98556
1116,HANDS/FISTS,,,98557
1117,HANDS/FISTS,,,98559
1118,FIREARM - SEMI-AUTOMATIC, 45 ACP,,98562
1119,HANDS/FISTS,,,98564
1120,OTHER (SPECIFY),,TRYING TO DEFEAT THE ARREST,98564
1121,HANDS/FISTS,,,98567
1122,HANDS/FISTS,,,98568
1123,HANDS/FISTS,,,98573
1124,VERBAL THREAT (ASSAULT),,,98573
1125,HANDS/FISTS,,,98574
1126,VERBAL THREAT (ASSAULT),,,98576
1127,KNIFE/OTHER CUTTING INSTRUMENT,,KITCHEN KNIFE,98578
1128,KNIFE/OTHER CUTTING INSTRUMENT,,TWO KITCHEN KNIVES,98579
1129,HANDS/FISTS,,,98587
1130,"MOUTH (SPIT,BITE,ETC)",,,98591
1131,OTHER (SPECIFY),,THREAT OF HEAD BUTT,98591
1132,VERBAL THREAT (ASSAULT),,,98591
1133,"MOUTH (SPIT,BITE,ETC)",,,98592
1134,OTHER (SPECIFY),,THREAT OF HEAD BUTT,98592
1135,OTHER (SPECIFY),,ARMED WITH UNK. GUN,98593
1136,OTHER (SPECIFY),,TOY GUN ,98593
1137,VERBAL THREAT (ASSAULT),,,98593
1138,OTHER (SPECIFY),,ARMED WITH UNKNOWN WEAPON,98595
1139,OTHER (SPECIFY),,TOY GUN,98595
1140,"MOUTH (SPIT,BITE,ETC)",,,98601
1141,BLUNT INSTRUMENT,,,98602
1142,OTHER (SPECIFY),,HOLDING TWO BRICKS,98602
1143,BLUNT INSTRUMENT,,,98603
1144,OTHER (SPECIFY),,HOLDING TWO BRICKS,98603
1145,FEET,,,98604
1146,"MOUTH (SPIT,BITE,ETC)",,,98604
1147,VERBAL THREAT (ASSAULT),,,98604
1148,FEET,,,98606
1149,HANDS/FISTS,,,98606
1150,"MOUTH (SPIT,BITE,ETC)",,,98606
1151,VERBAL THREAT (ASSAULT),,,98606
1152,FEET,,,98607
1153,HANDS/FISTS,,,98607
1154,"MOUTH (SPIT,BITE,ETC)",,,98607
1155,VERBAL THREAT (ASSAULT),,,98607
1156,FIREARM - SEMI-AUTOMATIC, 9 MM,,98608
1157,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98613
1158,KNIFE/OTHER CUTTING INSTRUMENT,,,98626
1159,KNIFE/OTHER CUTTING INSTRUMENT,,,98637
1160,HANDS/FISTS,,,98652
1161,VERBAL THREAT (ASSAULT),,,98655
